ID,HAL ID,Title,Publication Date,Journal/Conference,Document Type,DOI,Authors,I2M Authors,Job Title,Research Groups,Membership Status,External Authors,Affiliations
4430339,hal-04430339,Reversible Primes,2024,Journal of the London Mathematical Society,ART,Unknown,"Bruno Martin, Cathy Swaenepoel, Cécile Dartyge, Igor E. Shparlinski, Joël Rivat","['cathy swaenepoel', 'joel rivat']","['Doctorante (Phd Student)', 'Professeur (PR)']","['AGLR', 'GDAC']","['Former', 'Current']","['bruno martin', 'cecile dartyge', 'igor e. shparlinski']","['Institut Élie Cartan de Lorraine', 'Laboratoire de Mathématiques Pures et Appliquées Joseph Liouville', 'University of New South Wales [Sydney]']"
4406440,hal-04406440,Resource Categories From Differential Categories,2024,Unknown,COMM,Unknown,Lison Blondeau-Patissier,['patissier lison blondeau'],['Doctorante (Phd Student)'],['AGLR'],['Current'],[],[]
4404883,hal-04404883,Magnetic Dirac Systems: Violation Of Bulk-Edge Correspondence In The Zigzag Limit,2024,Letters in Mathematical Physics,ART,10.1007/s11005-024-01839-3,"Edgardo Stockmeyer, Horia D. Cornean, Jean-Marie Barbaroux, Loïc Le Treust, Nicolas Raymond",['treust loic le'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['edgardo stockmeyer', 'horia d. cornean', 'jean marie barbaroux', 'nicolas raymond']","['Pontificia Universidad Católica de Chile', 'Department of Mathematical Sciences [Aalborg]', 'Centre de Physique Théorique - UMR 7332', 'Laboratoire Angevin de Recherche en Mathématiques']"
4387982,hal-03382821,"An Extension Of The Ising-Curie-Weiss Model Of Self-Organized Criticality With A Threshold On The Interaction Range', Une Extension Du Modèle D'Ising Curie-Weiss De Criticité Auto-Organisée Avec Un Phénomène De Seuil Sur La Portée D'Interaction",2024,Electronic Journal of Probability,ART,10.1214/24-EJP1077,Nicolas Forien,['nicolas forien'],['Attaché Temporaire d’Enseignement et de Recherche (ATER)'],['ALEA'],['Former'],[],[]
4387627,hal-04229147,Summing Free Unitary Brownian Motions With Applications To Quantum Information,2024,Unknown,Unknown,10.1007/s11005-023-01702-x,"Nizar Demni, Tarek Hamdi",['nizar demni'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],['tarek hamdi'],['Qassim University [Kingdom of Saudi Arabia]']
4387620,hal-01297499,Interpretable Clustering Using Unsupervised Binary Trees,2024,Unknown,Unknown,10.1007/s11634-013-0129-3,"Badih Ghattas, Marcela Svarc, Ricardo Fraiman",['badih ghattas'],['Maître de Conférences (MCF H)'],['ALEA'],['Former'],"['marcela svarc', 'ricardo fraiman']","['Unknown', 'Centro de Matemática [Montevideo]']"
4387608,hal-01296844,"Chains With Complete Connections: General Theory, Uniqueness, Loss Of Memory And Mixing Properties",2024,Unknown,Unknown,10.1007/s10955-004-8821-5,"Gregory Maillard, Roberto Fernandez",['gregory maillard'],['Maître de Conférences (MCF H)'],['ALEA'],['Current'],['roberto fernandez'],['Universiteit Utrecht / Utrecht University [Utrecht]']
4387598,hal-01341532,"Layer Solutions For The Fractional Laplacian On Hyperbolic Space: Existence, Uniqueness And Qualitative Properties",2024,Unknown,Unknown,10.1007/s10231-013-0358-2,"Mariel Sáez, María Del Mar González, Yannick Sire",['yannick sire'],['Maître de Conférences (MCF H)'],['AA'],['Former'],"['mariel saez', 'maria del mar gonzalez']","['Pontificia Universidad Católica de Chile', ""Escola Tècnica Superior d'Enginyeria Industrial de Barcelona [Barcelona]""]"
4162121,hal-04162121,Inverse Stable Reconstruction Of 3 Coefficients For The Heterogeneous Maxwell Equations By Finite Number Of Partial Interior Observations,2024,Inverse Problems,ART,10.1088/1361-6420/ad473a,"Masahiro Yamamoto, Michel Cristofol",['michel cristofol'],['Professeur Émérite (PREM)'],"['AA', 'AGLR']",['Current'],['masahiro yamamoto'],['Tōkyō teikoku daigaku = University of Tokyo [Tokyo]']
4382232,hal-02989495,The Global Gan-Gross-Prasad Conjecture For Unitary Groups: The Endoscopic Case,2024,Unknown,Unknown,10.1007/s10240-021-00129-1,"Michał Zydor, Pierre-Henri Chaudouard, Raphaël Beuzart-Plessis",['plessis raphael beuzart'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],"['micha zydor', 'pierre henri chaudouard']","['Department of Mathematics - University of Michigan', 'Institut de Mathématiques de Jussieu - Paris Rive Gauche']"
4382227,hal-03591265,A Special Configuration Of 12 Conics And Generalized Kummer Surfaces,2024,Unknown,Unknown,10.1007/s00229-021-01334-2,"Alessandra Sarti, David Kohel, Xavier Roulleau","['david kohel', 'xavier roulleau']",['Professeur (PR)'],"['AGT', 'AGLR']","['Former', 'Current']",['alessandra sarti'],['Laboratoire de mathématiques et applications [UMR 7348]']
4382199,hal-03338378,The Horizontal Heat Kernel On The Quaternionic Anti-De Sitter Spaces And Related Twistor Spaces,2024,Unknown,Unknown,10.1007/s11118-018-9746-y,"Fabrice Baudoin, Jing Wang, Nizar Demni",['nizar demni'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],"['fabrice baudoin', 'jing wang']","['University of Connecticut', 'Purdue University [West Lafayette]']"
4382194,hal-03170472,The Hermitian Jacobi Process: Simplified Formula For The Moments And Application To Optical Fibers Mimo Channels,2024,Unknown,Unknown,10.1134/S0016266320040036,"Abdessatar Souissi, Nizar Demni, Tarek Hamdi",['nizar demni'],['Maître de Conférences (MCF H)'],['AGT'],['Current'],"['abdessatar souissi', 'tarek hamdi']",['Unknown']
4382175,hal-01712418,The Eigenvalue Problem For The Infinity-Bilaplacian,2024,Unknown,Unknown,10.1007/s00030-017-0492-4,"Enea Parini, Nikos Katzourakis",['enea parini'],['Maître de Conférences (MCF H)'],['AA'],['Current'],['nikos katzourakis'],['Departement of Mathematics and Statistics of Reading']
4376979,hal-03389373,A Nonparametric Change-Point Smooth Test For Dependent Sequences,2024,Unknown,Unknown,Unknown,"Laurence Reboul, M Boutahar","['laurence reboul', 'mohamed boutahar']","['Maître de Conférences (MCF F)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],[],[]
4375592,hal-04375592,From Free Categorizations To Consensus,2024,Unknown,Unknown,Unknown,"Alain Guénoche, Laurence Reboul","['laurence reboul', 'alain guenoche']","['Maître de Conférences (MCF F)', 'Membre Associé']",['ALEA'],"['Former', 'Current']",[],[]
4369325,hal-04369325,A Local Twisted Trace Formula For Whittaker Induction Of Coregular Symmetric Pairs: The Geometric Side,2024,Unknown,Unknown,10.48550/arXiv.2312.10845,"Chen Wan, Raphaël Beuzart-Plessis",['plessis raphael beuzart'],['Chargé de Recherche (CR)'],['AGLR'],['Current'],['chen wan'],['Unknown']
4319459,hal-04319459,Sharp Estimates For Distinguished Random Walks On Affine Buildings Of Type Ar,2024,Indagationes Mathematicae,ART,10.1016/j.indag.2024.06.002,"Bartosz Trojan, Bruno Schapira, Jean-Philippe Anker",['bruno schapira'],['Professeur (PR)'],['ALEA'],['Current'],"['bartosz trojan', 'jean philippe anker']","['Institut Denis Poisson', 'Faculty of Pure and Applied Mathematics [Wrocław]']"
4192966,hal-04192966,Boundary States Of The Robin Magnetic Laplacian,2024,Documenta Mathematica,ART,10.4171/DM/971,"Loïc Le Treust, Nicolas Raymond, Rayan Fahs, San Vũ Ngọc",['treust loic le'],['Maître de Conférences (MCF H)'],['AA'],['Current'],"['nicolas raymond', 'rayan fahs', 'san vu ngoc']","['Institut de Recherche Mathématique de Rennes', 'Laboratoire Angevin de Recherche en Mathématiques']"
4295171,hal-03922324,Full Inference For The Anisotropic Fractional Brownian Field,2024,Theory of Probability and Mathematical Statistics,ART,https://doi.org/10.1090/tpms/1204,"Frédéric Jp Richard, Paul Escande","['frederic richard', 'paul escande']","['Chargé de Recherche (CR)', 'Professeur (PR)']",['ALEA'],"['Former', 'Current']",[],[]
3021001,hal-02866510,Conformal Bootstrap In Liouville Theory,2024,Acta Mathematica,ART,10.4310/acta.2024.v233.n1.a2,"Antti Kupiainen, Colin Guillarmou, Rémi Rhodes, Vincent Vargas",['remi rhodes'],['Professeur (PR)'],['ALEA'],['Current'],"['antti kupiainen', 'colin guillarmou', 'vincent vargas']","['Falculty of Science [Helsinki]', 'Université Paris-Saclay', 'Laboratoire de Probabilités et Modèles Aléatoires']"
4273835,hal-04273835,Languages Of General Interval Exchanges,2024,Annali della Scuola Normale Superiore di Pisa,ART,10.2422/2036-2145.202302_006,"Luca Q. Zamboni, Pascal Hubert, Sébastien Ferenczi","['sebastien simon ferenczi', 'pascal hubert']","['Directeur de Recherche (DR)', 'Professeur (PR)']",['GDAC'],['Current'],['luca q. zamboni'],['Institut Camille Jordan']
4232464,hal-04232464,Emergence Of Near-Tap Free Energy Functional In The Sk Model At High Temperature,2024,Communications in Mathematical Physics,ART,10.1007/500220-024-05159-4,Véronique Gayrard,['veronique gayrard'],['Directrice de Recherche (DR)'],['ALEA'],['Current'],[],[]
4264271,hal-03811327,Modeling The Impact Of Rainfall And Temperature On Sterile Insect Control Strategies In A Tropical Environment,2024,Journal of Biological Systems,ART,10.1142/S0218339024500128,"Michel Duprez, Yves Dumont",['michel duprez'],['PostDoctorant (Postdoctoral Researcher)'],['AA'],['Former'],['yves dumont'],"[""Botanique et Modélisation de l'Architecture des Plantes et des Végétations""]"
4116766,hal-03786853,Hard Congestion Limit Of The Dissipative Aw-Rascle System,2024,Nonlinearity,ART,Unknown,"Charlotte Perrin, Ewelina Zatorska, Laurent Navoret, Nilasis Chaudhuri",['charlotte perrin'],['Chargée de Recherche (CR)'],['AA'],['Current'],"['ewelina zatorska', 'laurent navoret', 'nilasis chaudhuri']","['Department of Mathematics [Imperial College London]', 'Institut de Recherche Mathématique Avancée']"
4465168,hal-04465168,A Prop Structure On Partitions,2024,Unknown,Unknown,Unknown,"Christine Vespa, Coline Emprin, Dana Hunter, Inna Zakharevich, Muriel Livernet",['christine vespa'],['Professeure (PR)'],['AGT'],['Current'],"['coline emprin', 'dana hunter', 'inna zakharevich', 'muriel livernet']","['Kalamazoo College', 'Department of Mathematics [Cornell]', 'Laboratoire Analyse, Géométrie et Applications', 'Institut de Mathématiques de Jussieu - Paris Rive Gauche']"
4467564,hal-04467564,Complete Embeddings Of Groups,2024,Unknown,Unknown,10.1017/S0004972723001442,"Hamish Short, Martin R. Bridson",['hamish short'],['Professeur Émérite (PREM)'],['GDAC'],['Current'],['martin r. bridson'],['Mathematical Institute [Oxford]']
4512980,hal-04512980,Mathematical Coding Theory And Its Applications,2024,AIMS Mathematics,ART,10.3934/math.2024275,Patrick Solé,['patrick sole'],['Directeur de Recherche (DR)'],['AGLR'],['Current'],[],[]
4552398,hal-04552398,"Hopf Arborescent Links, Minor Theory, And Decidability Of The Genus Defect",2024,Unknown,COMM,10.4230/LIPIcs.SoCG.2024.48,"Arnaud De Mesmay, Corentin Lunel, Pierre Dehornoy",['pierre dehornoy'],['Professeur (PR)'],['GDAC'],['Current'],"['arnaud de mesmay', 'corentin lunel']","[""Laboratoire d'Informatique Gaspard-Monge""]"
4551523,hal-04551523,"An Elementary Tauberian Proof Of The Prime Number Theorem', 'Une Preuve Élémentaire Du Théorème Des Nombres Premiers",2024,Unknown,Unknown,Unknown,Philippe Angot,['philippe angot'],['Professeur (PR)'],['AA'],['Current'],[],[]
4546074,hal-04546074,Trinomials With High Differential Uniformity,2024,Unknown,Unknown,Unknown,"Ali Issa, Fabien Herbaut, Yves Aubry","['yves aubry', 'ali issa']","['Attaché Temporaire d’Enseignement et de Recherche (ATER)', 'Maître de Conférences (MCF H)']",['AGLR'],"['Former', 'Current']",['fabien herbaut'],"[""Institut national supérieur du professorat et de l'éducation - Académie de Nice""]"
4543820,hal-04543820,Invariant Measures For Substitutions On Countable Alphabets,2024,Ergodic Theory and Dynamical Systems,ART,10.1017/etds.2023.113,"Ali Messaoudi, Glauco Valle, Sébastien Ferenczi, Weberty Domingos","['adel messaoudi', 'sebastien simon ferenczi']","['Directeur de Recherche (DR)', 'Doctorant (Phd Student)']","['AA', 'GDAC']",['Current'],"['glauco valle', 'weberty domingos']","['Universidade Estadual Paulista Júlio de Mesquita Filho = São Paulo State University', 'Universidade Federal do Estado do Rio de Janeiro']"
4542734,hal-04542734,Generalized Tauberian Theorems For Abel Summability With Complex Coefficients,2024,Unknown,Unknown,Unknown,Philippe Angot,['philippe angot'],['Professeur (PR)'],['AA'],['Current'],[],[]
4541203,hal-04541203,The Primality Graph Of Critical 3-Hypergraphs,2024,Graphs and Combinatorics,ART,10.1007/s00373-024-02772-x,"Abderrahim Boussaïri, Brahim Chergui, Mohamed Zaidi, Pierre Ille",['pierre ille'],['Chargé de Recherche (CR)'],['GDAC'],['Current'],"['abderrahim boussairi', 'brahim chergui', 'mohamed zaidi']",['Unknown']
4539415,hal-04539415,Fonctions Additives En Base De Cantor Le Long Des Nombres Premiers,2024,Unknown,Unknown,Unknown,"Bruno Martin, Christian Mauduit, Guy Barat, Joel Rivat","['joel rivat', 'christian mauduit']",['Professeur (PR)'],['GDAC'],"['Former', 'Current']","['bruno martin', 'guy barat']","['Laboratoire de Mathématiques Pures et Appliquées Joseph Liouville', 'Graz University of Technology [Graz]']"
4538506,hal-03468714,Identifying Trend Nature In Time Series Using Autocorrelation Functions And R-Routines Based On Stationarity Tests,2024,International Journal of Computational Economics and Econometrics,ART,Unknown,"M Boutahar, M Royer-Carenzi","['mohamed boutahar', 'carenzi manuela royer']","['Maître de Conférences (MCF F)', 'Maître de Conférences (MCF H)']",['ALEA'],['Current'],[],[]
4533267,hal-04479205,Maximum Principle For The Mass Fraction In A System With Two Mass Balance Equations,2024,Comptes Rendus. Mécanique,ART,10.5802/crmeca.244,"Frank Hülsemann, Gauthier Lazare, Jean-Marc Hérard, Philippe Helluy, Qingqing Feng, Stéphane Pujet",['jean marc herard'],['Membre Associé'],['AA'],['Current'],"['frank hulsemann', 'gauthier lazare', 'philippe helluy', 'qingqing feng', 'stephane pujet']","['EDF R&D', 'Institut de Recherche Mathématique Avancée']"
4526931,hal-04526931,Dynamical Approximations Of Postsingularly Finite Entire Maps,2024,Unknown,Unknown,Unknown,"Bernhard Reinke, Malavika Mukundan, Nikolai Prochorov","['nikolai prochorov', 'bernhard reinke']","['PostDoctorant (Postdoctoral Researcher)', 'Attaché Temporaire d’Enseignement et de Recherche (ATER)']",['GDAC'],['Current'],['malavika mukundan'],['University of Michigan [Ann Arbor]']
4524557,hal-04524557,Deep Spectral Network For Time Series Clustering,2024,EAI Endorsed Transactions on Scalable Information Systems,ART,10.4108/eetsis.3907,"Duc-Trung Hoang, Mahdi Achache, Vinay Kumar Jain",['mahdi achache'],['Attaché Temporaire d’Enseignement et de Recherche (ATER)'],['AGT'],['Former'],"['duc trung hoang', 'vinay kumar jain']","['Université Clermont Auvergne', 'IFP Energies nouvelles']"
4520108,hal-04520108,"On Classification Of Compact Complex Surfaces Of Class Vii', 'Sur La Classification Des Surfaces Complexes Compactes De La Classe Vii",2024,Unknown,Unknown,Unknown,Georges Dloussky,['georges dloussky'],['Professeur Émérite (PREM)'],['AGT'],['Current'],[],[]
4517560,hal-04227761,Necessary And Sufficient Tauberian Condition For Both Cesàro And Abel Summability,2024,Jahresbericht der Deutschen Mathematiker-Vereinigung,ART,10.1365/s13291-024-00279-1,Philippe Angot,['philippe angot'],['Professeur (PR)'],['AA'],['Current'],[],[]
4511292,hal-04511292,Semigroup Of Annuli In Liouville Cft,2024,Unknown,Unknown,Unknown,"Antti Kupiainen, Colin Guillarmou, Rémi Rhodes",['remi rhodes'],['Professeur (PR)'],['ALEA'],['Current'],"['antti kupiainen', 'colin guillarmou']","['Helsingin yliopisto = Helsingfors universitet = University of Helsinki', 'Université Paris-Saclay']"
4469200,hal-04469200,Random Walk With Restart On Multilayer Networks: From Node Prioritisation To Supervised Link Prediction And Beyond,2024,BMC Bioinformatics,ART,10.1186/s12859-024-05683-z,"Anaïs Baudot, Anthony Baptista, Galadriel Brière","['marie galadriel briere', 'anais baudot']","['PostDoctorante (Postdoctoral Researcher)', 'Maître de Conférences (MCF H)']",['ALEA'],['Former'],['anthony baptista'],['School of Mathematical Sciences [Queen Mary]']
4510323,hal-04510323,Computing Differential Operators Of The Particle Velocity In Moving Particle Clouds Using Tessellations,2024,Journal of Computational Physics,ART,10.1016/j.jcp.2023.112658,"Kai Schneider, Keigo Matsuda, Thibault Maurel-Oujia","['kai schneider', 'thibault oujia']","['Professeur (PR)', 'Doctorant (Phd Student)']",['ALEA'],"['Former', 'Current']",['keigo matsuda'],['Japan Agency for Marine-Earth Science and Technology']
4510310,hal-04510310,"Clustering, Rotation, And Swirl Of Inertial Particles In Turbulent Channel Flow",2024,International Journal of Multiphase Flow,ART,10.1016/j.ijmultiphaseflow.2024.104764,"Jacob West, Kai Schneider, Kazuki Maeda, Keigo Matsuda, Suhas Jain",['kai schneider'],['Professeur (PR)'],['ALEA'],['Current'],"['jacob west', 'kazuki maeda', 'keigo matsuda', 'suhas jain']","['School of Aeronautics and Astronautics [Purdue]', 'Department of Mechanical Engineering [Stanford]', 'Japan Agency for Marine-Earth Science and Technology', 'George W. Woodruff School of Mechanical Engineering']"
4510305,hal-04510305,Synthesizing Impurity Clustering In The Edge Plasma Of Tokamaks Using Neural Networks,2024,Physics of Plasmas,ART,10.1063/5.0178085,"Benjamin Kadoch, Kai Schneider, Nathaniel Saura, Philipp Krah, Sadruddin Benkadda, Thibault Maurel-Oujia, Zetao Lin","['zetao lin', 'kai schneider', 'thibault oujia', 'philipp krah']","['Professeur (PR)', 'Doctorant (Phd Student)', 'CDD Ingénieur de Recherche']",['ALEA'],"['Former', 'Current']","['benjamin kadoch', 'nathaniel saura', 'sadruddin benkadda']","['Institut universitaire des systèmes thermiques industriels', 'Physique des interactions ioniques et moléculaires', 'Aix Marseille Université']"
